cross type: one | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 25 | time: 0.0741326
cross type: one | select type: turney | mutation probability: 10% | cross probability: 80% | population size: 50 | time: 0.136856 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 80% | population size: 50 | time: 0.610535 | score: 412
cross type: two | select type: turney | mutation probability: 10% | cross probability: 80% | population size: 50 | time: 0.174486 | score: 412
cross type: one | select type: rul | mutation probability: 10% | cross probability: 90% | population size: 50 | time: 0.379517 | score: 412
cross type: one | select type: turney | mutation probability: 10% | cross probability: 90% | population size: 50 | time: 0.124605 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 90% | population size: 50 | time: 0.421235 | score: 495
cross type: two | select type: turney | mutation probability: 10% | cross probability: 90% | population size: 50 | time: 0.254997 | score: 412
cross type: one | select type: rul | mutation probability: 20% | cross probability: 0% | population size: 50 | time: 0.202076 | score: 425
cross type: one | select type: turney | mutation probability: 20% | cross probability: 0% | population size: 50 | time: 0.12079 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 0% | population size: 50 | time: 0.177019 | score: 482
cross type: two | select type: turney | mutation probability: 20% | cross probability: 0% | population size: 50 | time: 0.111984 | score: 395
cross type: one | select type: rul | mutation probability: 20% | cross probability: 10% | population size: 50 | time: 0.169699 | score: 533
cross type: one | select type: turney | mutation probability: 20% | cross probability: 10% | population size: 50 | time: 0.144357 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 10% | population size: 50 | time: 0.200456 | score: 570
cross type: two | select type: turney | mutation probability: 20% | cross probability: 10% | population size: 50 | time: 0.111556 | score: 395
cross type: one | select type: rul | mutation probability: 20% | cross probability: 20% | population size: 50 | time: 0.227398 | score: 395
cross type: one | select type: turney | mutation probability: 20% | cross probability: 20% | population size: 50 | time: 0.191714 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 20% | population size: 50 | time: 0.24895 | score: 395
cross type: two | select type: turney | mutation probability: 20% | cross probability: 20% | population size: 50 | time: 0.187495 | score: 412
cross type: one | select type: rul | mutation probability: 20% | cross probability: 30% | population size: 50 | time: 0.332215 | score: 412
cross type: one | select type: turney | mutation probability: 20% | cross probability: 30% | population size: 50 | time: 0.175899 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 30% | population size: 50 | time: 0.355229 | score: 548
cross type: two | select type: turney | mutation probability: 20% | cross probability: 30% | population size: 50 | time: 0.158547 | score: 412
cross type: one | select type: rul | mutation probability: 20% | cross probability: 40% | population size: 50 | time: 0.323554 | score: 395
cross type: one | select type: turney | mutation probability: 20% | cross probability: 40% | population size: 50 | time: 0.128222 | score: 482
cross type: two | select type: rul | mutation probability: 20% | cross probability: 40% | population size: 50 | time: 0.245521 | score: 412
cross type: two | select type: turney | mutation probability: 20% | cross probability: 40% | population size: 50 | time: 0.113952 | score: 395
cross type: one | select type: rul | mutation probability: 20% | cross probability: 50% | population size: 50 | time: 0.411899 | score: 480
cross type: one | select type: turney | mutation probability: 20% | cross probability: 50% | population size: 50 | time: 0.14466 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 50% | population size: 50 | time: 0.263774 | score: 568
cross type: two | select type: turney | mutation probability: 20% | cross probability: 50% | population size: 50 | time: 0.108215 | score: 395
cross type: one | select type: rul | mutation probability: 20% | cross probability: 60% | population size: 50 | time: 0.273522 | score: 412
cross type: one | select type: turney | mutation probability: 20% | cross probability: 60% | population size: 50 | time: 0.135566 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 60% | population size: 50 | time: 0.433169 | score: 395
cross type: two | select type: turney | mutation probability: 20% | cross probability: 60% | population size: 50 | time: 0.150966 | score: 412
cross type: one | select type: rul | mutation probability: 20% | cross probability: 70% | population size: 50 | time: 0.429233 | score: 395
cross type: one | select type: turney | mutation probability: 20% | cross probability: 70% | population size: 50 | time: 0.141394 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 70% | population size: 50 | time: 0.465963 | score: 463
cross type: two | select type: turney | mutation probability: 20% | cross probability: 70% | population size: 50 | time: 0.200353 | score: 395
cross type: one | select type: rul | mutation probability: 20% | cross probability: 80% | population size: 50 | time: 0.54454 | score: 495
cross type: one | select type: turney | mutation probability: 20% | cross probability: 80% | population size: 50 | time: 0.188879 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 80% | population size: 50 | time: 0.462456 | score: 395
cross type: two | select type: turney | mutation probability: 20% | cross probability: 80% | population size: 50 | time: 0.12093 | score: 395
cross type: one | select type: rul | mutation probability: 20% | cross probability: 90% | population size: 50 | time: 0.446045 | score: 395
cross type: one | select type: turney | mutation probability: 20% | cross probability: 90% | population size: 50 | time: 0.228588 | score: 395
cross type: two | select type: rul | mutation probability: 20% | cross probability: 90% | population size: 50 | time: 0.461297 | score: 570
cross type: two | select type: turney | mutation probability: 20% | cross probability: 90% | population size: 50 | time: 0.179504 | score: 395
cross type: one | select type: rul | mutation probability: 30% | cross probability: 0% | population size: 50 | time: 0.0847938 | score: 412
cross type: one | select type: turney | mutation probability: 30% | cross probability: 0% | population size: 50 | time: 0.0931338 | score: 395
cross type: two | select type: rul | mutation probability: 30% | cross probability: 0% | population size: 50 | time: 0.10072 | score: 395
cross type: two | select type: turney | mutation probability: 30% | cross probability: 0% | population size: 50 | time: 0.144265 | score: 395
cross type: one | select type: rul | mutation probability: 30% | cross probability: 10% | population size: 50 | time: 0.171575 | score: 533
cross type: one | select type: turney | mutation probability: 30% | cross probability: 10% | population size: 50 | time: 0.134205 | score: 412
cross type: two | select type: rul | mutation probability: 30% | cross probability: 10% | population size: 50 | time: 0.128958 | score: 395
cross type: two | select type: turney | mutation probability: 30% | cross probability: 10% | population size: 50 | time: 0.0890193 | score: 504
cross type: one | select type: rul | mutation probability: 30% | cross probability: 20% | population size: 50 | time: 0.125784 | score: 395
cross type: one | select type: turney | mutation probability: 30% | cross probability: 20% | population size: 50 | time: 0.0836393 | score: 533
cross type: two | select type: rul | mutation probability: 30% | cross probability: 20% | population size: 50 | time: 0.177345 | score: 395
cross type: two | select type: turney | mutation probability: 30% | cross probability: 20% | population size: 50 | time: 0.163711 | score: 395
cross type: one | select type: rul | mutation probability: 30% | cross probability: 30% | population size: 50 | time: 0.243001 | score: 395
cross type: one | select type: turney | mutation probability: 30% | cross probability: 30% | population size: 50 | time: 0.145903 | score: 395
cross type: two | select type: rul | mutation probability: 30% | cross probability: 30% | population size: 50 | time: 0.296959 | score: 395
cross type: two | select type: turney | mutation probability: 30% | cross probability: 30% | population size: 50 | time: 0.216089 | score: 395
cross type: one | select type: rul | mutation probability: 30% | cross probability: 40% | population size: 50 | time: 0.430532 | score: 454
cross type: one | select type: turney | mutation probability: 30% | cross probability: 40% | population size: 50 | time: 0.159529 | score: 395
cross type: two | select type: rul | mutation probability: 30% | cross probability: 40% | population size: 50 | time: 0.399101 | score: 395
cross type: two | select type: turney | mutation probability: 30% | cross probability: 40% | population size: 50 | time: 0.206247 | score: 412
cross type: one | select type: rul | mutation probability: 30% | cross probability: 50% | population size: 50 | time: 0.334776 | score: 463
cross type: one | select type: turney | mutation probability: 30% | cross probability: 50% | population size: 50 | time: 0.180135 | score: 395
cross type: two | select type: rul | mutation probability: 30% | cross probability: 50% | population size: 50 | time: 0.346235 | score: 480
cross type: two | select type: turney | mutation probability: 30% | cross probability: 50% | population size: 50 | time: 0.197982 | score: 412
cross type: one | select type: rul | mutation probability: 30% | cross probability: 60% | population size: 50 | time: 0.555087 | score: 412
cross type: one | select type: turney | mutation probability: 30% | cross probability: 60% | population size: 50 | time: 0.152621 | score: 425
cross type: two | select type: rul | mutation probability: 30% | cross probability: 60% | population size: 50 | time: 0.510937 | score: 412
cross type: two | select type: turney | mutation probability: 30% | cross probability: 60% | population size: 50 | time: 0.176739 | score: 417
cross type: one | select type: rul | mutation probability: 30% | cross probability: 70% | population size: 50 | time: 0.529079 | score: 454
cross type: one | select type: turney | mutation probability: 30% | cross probability: 70% | population size: 50 | time: 0.220049 | score: 395
cross type: two | select type: rul | mutation probability: 30% | cross probability: 70% | population size: 50 | time: 0.535515 | score: 570
cross type: two | select type: turney | mutation probability: 30% | cross probability: 70% | population size: 50 | time: 0.157638 | score: 395
cross type: one | select type: rul | mutation probability: 30% | cross probability: 80% | population size: 50 | time: 0.546154 | score: 412
cross type: one | select type: turney | mutation probability: 30% | cross probability: 80% | population size: 50 | time: 0.164947 | score: 412
cross type: two | select type: rul | mutation probability: 30% | cross probability: 80% | population size: 50 | time: 0.588062 | score: 454
cross type: two | select type: turney | mutation probability: 30% | cross probability: 80% | population size: 50 | time: 0.218504 | score: 395
cross type: one | select type: rul | mutation probability: 30% | cross probability: 90% | population size: 50 | time: 0.602911 | score: 417
cross type: one | select type: turney | mutation probability: 30% | cross probability: 90% | population size: 50 | time: 0.217174 | score: 395
cross type: two | select type: rul | mutation probability: 30% | cross probability: 90% | population size: 50 | time: 0.535831 | score: 509
cross type: two | select type: turney | mutation probability: 30% | cross probability: 90% | population size: 50 | time: 0.159387 | score: 395
cross type: one | select type: rul | mutation probability: 40% | cross probability: 0% | population size: 50 | time: 0.161046 | score: 395
cross type: one | select type: turney | mutation probability: 40% | cross probability: 0% | population size: 50 | time: 0.247062 | score: 417
cross type: two | select type: rul | mutation probability: 40% | cross probability: 0% | population size: 50 | time: 0.187198 | score: 417
cross type: two | select type: turney | mutation probability: 40% | cross probability: 0% | population size: 50 | time: 0.121531 | score: 395
cross type: one | select type: rul | mutation probability: 40% | cross probability: 10% | population size: 50 | time: 0.153439 | score: 395
cross type: one | select type: turney | mutation probability: 40% | cross probability: 10% | population size: 50 | time: 0.157864 | score: 395
cross type: two | select type: rul | mutation probability: 40% | cross probability: 10% | population size: 50 | time: 0.130509 | score: 395
cross type: two | select type: turney | mutation probability: 40% | cross probability: 10% | population size: 50 | time: 0.132167 | score: 425
cross type: one | select type: rul | mutation probability: 40% | cross probability: 20% | population size: 50 | time: 0.34579 | score: 395
cross type: one | select type: turney | mutation probability: 40% | cross probability: 20% | population size: 50 | time: 0.170119 | score: 504
cross type: two | select type: rul | mutation probability: 40% | cross probability: 20% | population size: 50 | time: 0.304391 | score: 480
cross type: two | select type: turney | mutation probability: 40% | cross probability: 20% | population size: 50 | time: 0.135499 | score: 533
cross type: one | select type: rul | mutation probability: 40% | cross probability: 30% | population size: 50 | time: 0.333719 | score: 412
cross type: one | select type: turney | mutation probability: 40% | cross probability: 30% | population size: 50 | time: 0.295737 | score: 395
cross type: two | select type: rul | mutation probability: 40% | cross probability: 30% | population size: 50 | time: 0.246147 | score: 495
cross type: two | select type: turney | mutation probability: 40% | cross probability: 30% | population size: 50 | time: 0.165543 | score: 425
cross type: one | select type: rul | mutation probability: 40% | cross probability: 40% | population size: 50 | time: 0.369434 | score: 568
cross type: one | select type: turney | mutation probability: 40% | cross probability: 40% | population size: 50 | time: 0.140728 | score: 504
cross type: two | select type: rul | mutation probability: 40% | cross probability: 40% | population size: 50 | time: 0.476612 | score: 395
cross type: two | select type: turney | mutation probability: 40% | cross probability: 40% | population size: 50 | time: 0.176189 | score: 417
cross type: one | select type: rul | mutation probability: 40% | cross probability: 50% | population size: 50 | time: 0.407994 | score: 395
cross type: one | select type: turney | mutation probability: 40% | cross probability: 50% | population size: 50 | time: 0.318716 | score: 412
cross type: two | select type: rul | mutation probability: 40% | cross probability: 50% | population size: 50 | time: 0.488116 | score: 395
cross type: two | select type: turney | mutation probability: 40% | cross probability: 50% | population size: 50 | time: 0.14065 | score: 480
cross type: one | select type: rul | mutation probability: 40% | cross probability: 60% | population size: 50 | time: 0.415895 | score: 509
cross type: one | select type: turney | mutation probability: 40% | cross probability: 60% | population size: 50 | time: 0.230323 | score: 482
cross type: two | select type: rul | mutation probability: 40% | cross probability: 60% | population size: 50 | time: 0.35957 | score: 570
cross type: two | select type: turney | mutation probability: 40% | cross probability: 60% | population size: 50 | time: 0.152697 | score: 395
cross type: one | select type: rul | mutation probability: 40% | cross probability: 70% | population size: 50 | time: 0.408278 | score: 460
cross type: one | select type: turney | mutation probability: 40% | cross probability: 70% | population size: 50 | time: 0.15098 | score: 412
cross type: two | select type: rul | mutation probability: 40% | cross probability: 70% | population size: 50 | time: 0.493303 | score: 548
cross type: two | select type: turney | mutation probability: 40% | cross probability: 70% | population size: 50 | time: 0.14442 | score: 395
cross type: one | select type: rul | mutation probability: 40% | cross probability: 80% | population size: 50 | time: 0.66176 | score: 568
cross type: one | select type: turney | mutation probability: 40% | cross probability: 80% | population size: 50 | time: 0.226599 | score: 395
cross type: two | select type: rul | mutation probability: 40% | cross probability: 80% | population size: 50 | time: 0.538606 | score: 454
cross type: two | select type: turney | mutation probability: 40% | cross probability: 80% | population size: 50 | time: 0.197471 | score: 504
cross type: one | select type: rul | mutation probability: 40% | cross probability: 90% | population size: 50 | time: 0.551353 | score: 526
cross type: one | select type: turney | mutation probability: 40% | cross probability: 90% | population size: 50 | time: 0.21714 | score: 465
cross type: two | select type: rul | mutation probability: 40% | cross probability: 90% | population size: 50 | time: 0.591293 | score: 526
cross type: two | select type: turney | mutation probability: 40% | cross probability: 90% | population size: 50 | time: 0.262629 | score: 509
cross type: one | select type: rul | mutation probability: 50% | cross probability: 0% | population size: 50 | time: 0.129135 | score: 395
cross type: one | select type: turney | mutation probability: 50% | cross probability: 0% | population size: 50 | time: 0.120899 | score: 425
cross type: two | select type: rul | mutation probability: 50% | cross probability: 0% | population size: 50 | time: 0.146577 | score: 395
cross type: two | select type: turney | mutation probability: 50% | cross probability: 0% | population size: 50 | time: 0.083784 | score: 504
cross type: one | select type: rul | mutation probability: 50% | cross probability: 10% | population size: 50 | time: 0.156955 | score: 395
cross type: one | select type: turney | mutation probability: 50% | cross probability: 10% | population size: 50 | time: 0.176104 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 10% | population size: 50 | time: 0.248326 | score: 509
cross type: two | select type: turney | mutation probability: 50% | cross probability: 10% | population size: 50 | time: 0.101278 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 20% | population size: 50 | time: 0.197881 | score: 412
cross type: one | select type: turney | mutation probability: 50% | cross probability: 20% | population size: 50 | time: 0.175325 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 20% | population size: 50 | time: 0.27373 | score: 395
cross type: two | select type: turney | mutation probability: 50% | cross probability: 20% | population size: 50 | time: 0.160627 | score: 412
cross type: one | select type: rul | mutation probability: 50% | cross probability: 30% | population size: 50 | time: 0.524557 | score: 417
cross type: one | select type: turney | mutation probability: 50% | cross probability: 30% | population size: 50 | time: 0.126145 | score: 417
cross type: two | select type: rul | mutation probability: 50% | cross probability: 30% | population size: 50 | time: 0.238387 | score: 412
cross type: two | select type: turney | mutation probability: 50% | cross probability: 30% | population size: 50 | time: 0.120066 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 40% | population size: 50 | time: 0.449446 | score: 509
cross type: one | select type: turney | mutation probability: 50% | cross probability: 40% | population size: 50 | time: 0.166349 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 40% | population size: 50 | time: 0.344925 | score: 465
cross type: two | select type: turney | mutation probability: 50% | cross probability: 40% | population size: 50 | time: 0.0997946 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 50% | population size: 50 | time: 0.211692 | score: 463
cross type: one | select type: turney | mutation probability: 50% | cross probability: 50% | population size: 50 | time: 0.13986 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 50% | population size: 50 | time: 0.345468 | score: 509
cross type: two | select type: turney | mutation probability: 50% | cross probability: 50% | population size: 50 | time: 0.133658 | score: 509
cross type: one | select type: rul | mutation probability: 50% | cross probability: 60% | population size: 50 | time: 0.445754 | score: 412
cross type: one | select type: turney | mutation probability: 50% | cross probability: 60% | population size: 50 | time: 0.237895 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 60% | population size: 50 | time: 0.5343 | score: 482
cross type: two | select type: turney | mutation probability: 50% | cross probability: 60% | population size: 50 | time: 0.170545 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 70% | population size: 50 | time: 0.561816 | score: 412
cross type: one | select type: turney | mutation probability: 50% | cross probability: 70% | population size: 50 | time: 0.325586 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 70% | population size: 50 | time: 0.475299 | score: 533
cross type: two | select type: turney | mutation probability: 50% | cross probability: 70% | population size: 50 | time: 0.184039 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 80% | population size: 50 | time: 0.643394 | score: 432
cross type: one | select type: turney | mutation probability: 50% | cross probability: 80% | population size: 50 | time: 0.165206 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 80% | population size: 50 | time: 0.541293 | score: 395
cross type: two | select type: turney | mutation probability: 50% | cross probability: 80% | population size: 50 | time: 0.171794 | score: 509
cross type: one | select type: rul | mutation probability: 50% | cross probability: 90% | population size: 50 | time: 0.541748 | score: 491
cross type: one | select type: turney | mutation probability: 50% | cross probability: 90% | population size: 50 | time: 0.15139 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 90% | population size: 50 | time: 0.544249 | score: 465
cross type: two | select type: turney | mutation probability: 50% | cross probability: 90% | population size: 50 | time: 0.271597 | score: 417
cross type: one | select type: rul | mutation probability: 60% | cross probability: 0% | population size: 50 | time: 0.120132 | score: 533
cross type: one | select type: turney | mutation probability: 60% | cross probability: 0% | population size: 50 | time: 0.128644 | score: 395
cross type: two | select type: rul | mutation probability: 60% | cross probability: 0% | population size: 50 | time: 0.126725 | score: 412
cross type: two | select type: turney | mutation probability: 60% | cross probability: 0% | population size: 50 | time: 0.113725 | score: 533
cross type: one | select type: rul | mutation probability: 60% | cross probability: 10% | population size: 50 | time: 0.141179 | score: 417
cross type: one | select type: turney | mutation probability: 60% | cross probability: 10% | population size: 50 | time: 0.0704747 | score: 395
cross type: two | select type: rul | mutation probability: 60% | cross probability: 10% | population size: 50 | time: 0.200735 | score: 412
cross type: two | select type: turney | mutation probability: 60% | cross probability: 10% | population size: 50 | time: 0.212803 | score: 417
cross type: one | select type: rul | mutation probability: 60% | cross probability: 20% | population size: 50 | time: 0.118471 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 20% | population size: 50 | time: 0.120183 | score: 395
cross type: two | select type: rul | mutation probability: 60% | cross probability: 20% | population size: 50 | time: 0.190925 | score: 395
cross type: two | select type: turney | mutation probability: 60% | cross probability: 20% | population size: 50 | time: 0.146555 | score: 504
cross type: one | select type: rul | mutation probability: 60% | cross probability: 30% | population size: 50 | time: 0.381227 | score: 570
cross type: one | select type: turney | mutation probability: 60% | cross probability: 30% | population size: 50 | time: 0.153186 | score: 395
cross type: two | select type: rul | mutation probability: 60% | cross probability: 30% | population size: 50 | time: 0.22627 | score: 425
cross type: two | select type: turney | mutation probability: 60% | cross probability: 30% | population size: 50 | time: 0.150345 | score: 412
cross type: one | select type: rul | mutation probability: 60% | cross probability: 40% | population size: 50 | time: 0.275554 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 40% | population size: 50 | time: 0.228484 | score: 509
cross type: two | select type: rul | mutation probability: 60% | cross probability: 40% | population size: 50 | time: 0.439933 | score: 482
cross type: two | select type: turney | mutation probability: 60% | cross probability: 40% | population size: 50 | time: 0.124086 | score: 395
cross type: one | select type: rul | mutation probability: 60% | cross probability: 50% | population size: 50 | time: 0.329813 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 50% | population size: 50 | time: 0.130453 | score: 412
cross type: two | select type: rul | mutation probability: 60% | cross probability: 50% | population size: 50 | time: 0.334742 | score: 425
cross type: two | select type: turney | mutation probability: 60% | cross probability: 50% | population size: 50 | time: 0.151269 | score: 412
cross type: one | select type: rul | mutation probability: 60% | cross probability: 60% | population size: 50 | time: 0.410228 | score: 460
cross type: one | select type: turney | mutation probability: 60% | cross probability: 60% | population size: 50 | time: 0.220027 | score: 482
cross type: two | select type: rul | mutation probability: 60% | cross probability: 60% | population size: 50 | time: 0.598128 | score: 482
cross type: two | select type: turney | mutation probability: 60% | cross probability: 60% | population size: 50 | time: 0.16109 | score: 417
cross type: one | select type: rul | mutation probability: 60% | cross probability: 70% | population size: 50 | time: 0.46031 | score: 425
cross type: one | select type: turney | mutation probability: 60% | cross probability: 70% | population size: 50 | time: 0.17672 | score: 533
cross type: two | select type: rul | mutation probability: 60% | cross probability: 70% | population size: 50 | time: 0.489364 | score: 417
cross type: two | select type: turney | mutation probability: 60% | cross probability: 70% | population size: 50 | time: 0.214148 | score: 412
cross type: one | select type: rul | mutation probability: 60% | cross probability: 80% | population size: 50 | time: 0.530224 | score: 511
cross type: one | select type: turney | mutation probability: 60% | cross probability: 80% | population size: 50 | time: 0.334677 | score: 412
cross type: two | select type: rul | mutation probability: 60% | cross probability: 80% | population size: 50 | time: 0.513357 | score: 429
cross type: two | select type: turney | mutation probability: 60% | cross probability: 80% | population size: 50 | time: 0.266003 | score: 412
cross type: one | select type: rul | mutation probability: 60% | cross probability: 90% | population size: 50 | time: 0.656423 | score: 480
cross type: one | select type: turney | mutation probability: 60% | cross probability: 90% | population size: 50 | time: 0.194639 | score: 395
cross type: two | select type: rul | mutation probability: 60% | cross probability: 90% | population size: 50 | time: 0.505778 | score: 412
cross type: two | select type: turney | mutation probability: 60% | cross probability: 90% | population size: 50 | time: 0.251617 | score: 412
cross type: one | select type: rul | mutation probability: 70% | cross probability: 0% | population size: 50 | time: 0.118728 | score: 395
cross type: one | select type: turney | mutation probability: 70% | cross probability: 0% | population size: 50 | time: 0.429234 | score: 509
cross type: two | select type: rul | mutation probability: 70% | cross probability: 0% | population size: 50 | time: 0.204179 | score: 425
cross type: two | select type: turney | mutation probability: 70% | cross probability: 0% | population size: 50 | time: 0.114803 | score: 425
cross type: one | select type: rul | mutation probability: 70% | cross probability: 10% | population size: 50 | time: 0.458524 | score: 509
cross type: one | select type: turney | mutation probability: 70% | cross probability: 10% | population size: 50 | time: 0.165363 | score: 533
cross type: two | select type: rul | mutation probability: 70% | cross probability: 10% | population size: 50 | time: 0.143462 | score: 460
cross type: two | select type: turney | mutation probability: 70% | cross probability: 10% | population size: 50 | time: 0.077377 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 20% | population size: 50 | time: 0.18478 | score: 395
cross type: one | select type: turney | mutation probability: 70% | cross probability: 20% | population size: 50 | time: 0.112669 | score: 533
cross type: two | select type: rul | mutation probability: 70% | cross probability: 20% | population size: 50 | time: 0.180235 | score: 412
cross type: two | select type: turney | mutation probability: 70% | cross probability: 20% | population size: 50 | time: 0.196239 | score: 412
cross type: one | select type: rul | mutation probability: 70% | cross probability: 30% | population size: 50 | time: 0.185822 | score: 533
cross type: one | select type: turney | mutation probability: 70% | cross probability: 30% | population size: 50 | time: 0.118042 | score: 395
cross type: two | select type: rul | mutation probability: 70% | cross probability: 30% | population size: 50 | time: 0.300918 | score: 509
cross type: two | select type: turney | mutation probability: 70% | cross probability: 30% | population size: 50 | time: 0.148721 | score: 412
cross type: one | select type: rul | mutation probability: 70% | cross probability: 40% | population size: 50 | time: 0.339732 | score: 417
cross type: one | select type: turney | mutation probability: 70% | cross probability: 40% | population size: 50 | time: 0.136538 | score: 417
cross type: two | select type: rul | mutation probability: 70% | cross probability: 40% | population size: 50 | time: 0.210474 | score: 395
cross type: two | select type: turney | mutation probability: 70% | cross probability: 40% | population size: 50 | time: 0.119298 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 50% | population size: 50 | time: 0.364759 | score: 465
cross type: one | select type: turney | mutation probability: 70% | cross probability: 50% | population size: 50 | time: 0.155597 | score: 533
cross type: two | select type: rul | mutation probability: 70% | cross probability: 50% | population size: 50 | time: 0.379994 | score: 417
cross type: two | select type: turney | mutation probability: 70% | cross probability: 50% | population size: 50 | time: 0.143368 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 60% | population size: 50 | time: 0.26317 | score: 509
cross type: one | select type: turney | mutation probability: 70% | cross probability: 60% | population size: 50 | time: 0.112486 | score: 417
cross type: two | select type: rul | mutation probability: 70% | cross probability: 60% | population size: 50 | time: 0.351993 | score: 412
cross type: two | select type: turney | mutation probability: 70% | cross probability: 60% | population size: 50 | time: 0.268829 | score: 425
cross type: one | select type: rul | mutation probability: 70% | cross probability: 70% | population size: 50 | time: 0.323926 | score: 417
cross type: one | select type: turney | mutation probability: 70% | cross probability: 70% | population size: 50 | time: 0.137721 | score: 412
cross type: two | select type: rul | mutation probability: 70% | cross probability: 70% | population size: 50 | time: 0.260852 | score: 465
cross type: two | select type: turney | mutation probability: 70% | cross probability: 70% | population size: 50 | time: 0.192293 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 80% | population size: 50 | time: 0.48974 | score: 395
cross type: one | select type: turney | mutation probability: 70% | cross probability: 80% | population size: 50 | time: 0.180744 | score: 417
cross type: two | select type: rul | mutation probability: 70% | cross probability: 80% | population size: 50 | time: 0.400389 | score: 480
cross type: two | select type: turney | mutation probability: 70% | cross probability: 80% | population size: 50 | time: 0.220266 | score: 548
cross type: one | select type: rul | mutation probability: 70% | cross probability: 90% | population size: 50 | time: 0.408701 | score: 495
cross type: one | select type: turney | mutation probability: 70% | cross probability: 90% | population size: 50 | time: 0.143943 | score: 417
cross type: two | select type: rul | mutation probability: 70% | cross probability: 90% | population size: 50 | time: 0.418421 | score: 526
cross type: two | select type: turney | mutation probability: 70% | cross probability: 90% | population size: 50 | time: 0.202086 | score: 395
cross type: one | select type: rul | mutation probability: 80% | cross probability: 0% | population size: 50 | time: 0.113173 | score: 395
cross type: one | select type: turney | mutation probability: 80% | cross probability: 0% | population size: 50 | time: 0.115048 | score: 417
cross type: two | select type: rul | mutation probability: 80% | cross probability: 0% | population size: 50 | time: 0.0831499 | score: 504
cross type: two | select type: turney | mutation probability: 80% | cross probability: 0% | population size: 50 | time: 0.107525 | score: 417
cross type: one | select type: rul | mutation probability: 80% | cross probability: 10% | population size: 50 | time: 0.133777 | score: 509
cross type: one | select type: turney | mutation probability: 80% | cross probability: 10% | population size: 50 | time: 0.0675994 | score: 412
cross type: two | select type: rul | mutation probability: 80% | cross probability: 10% | population size: 50 | time: 0.113186 | score: 570
cross type: two | select type: turney | mutation probability: 80% | cross probability: 10% | population size: 50 | time: 0.101596 | score: 395
cross type: one | select type: rul | mutation probability: 80% | cross probability: 20% | population size: 50 | time: 0.202782 | score: 533
cross type: one | select type: turney | mutation probability: 80% | cross probability: 20% | population size: 50 | time: 0.110036 | score: 425
cross type: two | select type: rul | mutation probability: 80% | cross probability: 20% | population size: 50 | time: 0.100315 | score: 395
cross type: two | select type: turney | mutation probability: 80% | cross probability: 20% | population size: 50 | time: 0.158989 | score: 395
cross type: one | select type: rul | mutation probability: 80% | cross probability: 30% | population size: 50 | time: 0.196818 | score: 395
cross type: one | select type: turney | mutation probability: 80% | cross probability: 30% | population size: 50 | time: 0.132438 | score: 533
cross type: two | select type: rul | mutation probability: 80% | cross probability: 30% | population size: 50 | time: 0.221018 | score: 395
cross type: two | select type: turney | mutation probability: 80% | cross probability: 30% | population size: 50 | time: 0.149674 | score: 526
cross type: one | select type: rul | mutation probability: 80% | cross probability: 40% | population size: 50 | time: 0.211775 | score: 548
cross type: one | select type: turney | mutation probability: 80% | cross probability: 40% | population size: 50 | time: 0.139929 | score: 495
cross type: two | select type: rul | mutation probability: 80% | cross probability: 40% | population size: 50 | time: 0.303562 | score: 570
cross type: two | select type: turney | mutation probability: 80% | cross probability: 40% | population size: 50 | time: 0.124187 | score: 509
cross type: one | select type: rul | mutation probability: 80% | cross probability: 50% | population size: 50 | time: 0.350902 | score: 417
